id,app,category,website_hint,one_line_description,auth_methods,auth_summary,access_model,access_notes,api_surface_type,api_surface_breadth,api_surface_summary,mcp_status,existing_mcp_url,buildability_verdict,main_blocker,evidence_urls,confidence,agent_notes,verified,verification_notes
91,NotebookLM,"AI, Research and Media-native",cloud.google.com/gemini Enterprise API,Google's AI research/notebook tool that answers questions grounded in user-uploaded sources and generates audio overviews; the Enterprise edition has a programmatic API.,OAuth2; Bearer token,The NotebookLM Enterprise API authenticates with Google Cloud OAuth2 bearer access tokens (e.g. via `gcloud auth print-access-token`) against the Discovery Engine API; users also need the 'Cloud NotebookLM User' IAM role. The consumer NotebookLM product has NO public API at all.,paid_plan_required,Requires a Google Cloud project with NotebookLM Enterprise set up and per-user NotebookLM Enterprise (Gemini Enterprise) licenses; credentials come from standard Google Cloud auth. No self-serve API for consumer NotebookLM accounts.,REST,medium,"REST endpoints at *-discoveryengine.googleapis.com/v1alpha covering notebook management (create, get, listRecentlyViewed, batchDelete, share), source/data-source management, and audio overview generation. Marked Preview/Pre-GA (v1alpha).",community_mcp,https://github.com/PleasePrompto/notebooklm-mcp,needs_partner_or_paid_access,"API is enterprise-only (Google Cloud project + NotebookLM Enterprise licenses required) and in v1alpha Preview; consumer NotebookLM has no API, so a general-audience toolkit is not possible.",https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks; https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-audio-overview; https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/overview; https://github.com/google/mcp/issues/19; https://github.com/PleasePrompto/notebooklm-mcp,high,"Fetched official Google Cloud docs. An official Enterprise API genuinely exists now (notebooks CRUD, sources, audio overviews) but is Pre-GA v1alpha and enterprise-license-gated. Multiple community MCPs exist for consumer NotebookLM but they work via browser automation/unofficial access, not a sanctioned API; there is an open issue asking Google for an official MCP.",False,
92,Otter AI,"AI, Research and Media-native",help.otter.ai MCP server,"AI meeting transcription and notetaking service that records, transcribes, and summarizes meetings.",API key; OAuth2,Public API (launched 2026) uses self-generated API keys sent as Bearer tokens (Integrations > Developer); the official hosted MCP server (mcp.otter.ai/mcp) uses OAuth.,paid_plan_required,Public API and API keys are available for Enterprise workspaces (account-manager enablement); no self-serve developer access on lower plans. Official MCP is gated to Business/Enterprise plans.,REST,narrow,"Official 'Otter.ai Public API' documents REST endpoints (e.g. GET /conversations with cursor pagination), webhooks and rate limits — but only for Enterprise workspaces.",official_mcp,https://help.otter.ai/hc/en-us/articles/35287607569687-Otter-MCP-Server,needs_partner_or_paid_access,Public API and API keys exist but are gated to Enterprise workspaces (account-manager enablement); no self-serve developer access on lower plans,https://help.otter.ai/hc/en-us/articles/35287607569687-Otter-MCP-Server; https://otter.ai/blog/otter-mcp-your-meetings-now-power-every-tool-you-use; https://github.com/DarrenZal/otter-mcp; https://help.otter.ai/hc/en-us/articles/36130822688279-Otter-ai-Public-API,medium,"The 'reportedly has an MCP server' claim VERIFIED: Otter ships an official remote MCP at mcp.otter.ai/mcp with OAuth. However there is no public API for building a classic toolkit; help center states no public API key is available. Based on official help-center/blog pages seen in search results, not fully fetched.",True,"api_surface_type corrected in QA: Otter's official 'Otter.ai Public API' help article (updated April 2026) documents REST endpoints (e.g. GET /conversations with cursor pagination, rate limits, webhooks), contradicting No_public_API_found. | auth_methods corrected in QA: Otter now documents a Public API authenticated with self-generated API keys via Bearer token (created under Integrations > Developer); OAuth2 applies only to the MCP connector, so OAuth2-only is wrong. | buildability_verdict corrected in QA: A documented public REST API with API keys exists, so it is buildable — but only for Enterprise workspaces, making needs_partner_or_paid_access the right verdict rather than not_buildable_today. | main_blocker corrected in QA: The claim 'no public API or API keys' is now factually wrong per Otter's own Public API article; the real blocker is Enterprise-plan gating. | QA also updated breadth/summaries to match the newly-found Otter Public API help article."
93,Fathom,"AI, Research and Media-native",fathom.video,"AI meeting recorder that records, transcribes, and summarizes video calls with action items and highlights.",API key,Public API authenticates with an API key generated self-serve from the 'API Access' section of user settings. The official hosted MCP uses its own connection flow via api.fathom.ai/mcp.,self_serve,Any Fathom user can generate an API key from User Settings > API Access; rate limit of 60 calls/minute across all keys.,REST,medium,"REST API at developers.fathom.ai covering meetings, transcripts, AI summaries, action items, and highlights (e.g. include_highlights=true on /meetings), plus webhooks; oriented to reading meeting insights rather than managing recordings.",official_mcp,https://developers.fathom.ai/mcp-docs,build_now,none,https://developers.fathom.ai/quickstart; https://help.fathom.video/en/articles/8368641; https://developers.fathom.ai/mcp-docs; https://help.fathom.video/en/articles/11497793,medium,"Clean story: self-serve API key + documented public REST API + official MCP (server URL api.fathom.ai/mcp, connectable to Claude/ChatGPT). Details came from official docs snippets in search results; I did not fetch developers.fathom.ai pages directly, so exact endpoint list/plan gating not fully confirmed.",False,
94,Consensus,"AI, Research and Media-native",consensus.app OAuth requested,AI-powered academic search engine that answers questions from 200M+ peer-reviewed research papers.,API key,"API access is application-gated, and the auth mechanism is not visible in public docs I could confirm (likely API key issued after approval). The official MCP connects Claude/ChatGPT clients to Consensus search.",contact_sales,"The API is 'available by application only' via a Request Access flow at consensus.app/home/api; pricing is per-call (baseline ~$0.10/call plus platform fee) with a custom quote, so no self-serve credentials.",REST,narrow,docs.consensus.app hosts an API reference for programmatic academic paper search/answers; the surface appears focused on search over the research corpus rather than broad resource management.,official_mcp,https://docs.consensus.app/docs/mcp,needs_partner_or_paid_access,API credentials require an application/approval and custom per-call pricing; no self-serve developer signup.,https://consensus.app/home/api/; https://docs.consensus.app/reference; https://docs.consensus.app/docs/mcp,medium,"Caution: several search results (support.goconsensus.com) refer to a DIFFERENT product (goConsensus, a sales demo-automation tool) — ignored those. For consensus.app itself: a real API and an official MCP exist, but the API is application-only, matching the 'OAuth requested' hint in spirit (no open self-serve auth). Exact auth method unconfirmed from official docs.",True,"auth_methods corrected in QA: Consensus docs show API access uses an API key sent as 'Authorization: Bearer YOUR_API_KEY' (OAuth is used for the hosted MCP in mainstream clients), so auth is documented rather than unclear."
95,Reducto,"AI, Research and Media-native",reducto.ai document parsing,"Document ingestion platform that parses, extracts, splits, and classifies complex documents (PDFs, scans, tables) for AI pipelines.",API key,"API key auth: create keys self-serve in Reducto Studio (studio.reducto.ai > API Keys), used via REDUCTO_API_KEY env var or client config in the official Python/Node SDKs; the MCP server uses a browser-based login that saves the key to ~/.reducto/config.yaml.",self_serve,Sign up at studio.reducto.ai and create an API key from the sidebar; official Python (reductoai on PyPI) and Node SDKs are public.,REST,medium,"REST API (docs.reducto.ai) for document upload, parse (structured text/tables/figures), structured extraction against a JSON schema, split, and classify — a focused but complete document-processing surface.",official_mcp,https://docs.reducto.ai/quickstart,build_now,none,https://docs.reducto.ai/quickstart; https://github.com/reductoai/reducto-python-sdk; https://github.com/reductoai/reducto-node-sdk; https://www.piwheels.org/project/mcp-server-reducto/,medium,Straightforward API-key SaaS with official SDKs and a vendor-published MCP package (mcp-server-reducto with tools upload_file/parse_document/extract_data/split_document/classify_document). I did not confirm free-tier limits/pricing for API usage; production volume is presumably paid.,False,
96,Devin,"AI, Research and Media-native",docs.devin.ai MCP,"Cognition's autonomous AI software engineer that runs coding sessions, executes tasks in repos, and opens PRs.",API key; Bearer token,"API uses bearer-token auth with API keys from service users (tokens prefixed 'cog_'), sent as 'Authorization: Bearer $DEVIN_API_KEY'. The official MCP server also authenticates with the Devin API key in an Authorization header.",paid_plan_required,"Requires a Devin account (usage-based ACU billing); API keys are created via service users through the Teams or Enterprise quick start paths, and the Enterprise API tier (analytics, audit logs, billing, user management) is enterprise-customers-only.",REST,broad,"REST Organization API covers sessions, knowledge, playbooks, secrets, scheduling and more, plus a separate Enterprise API for cross-org analytics, audit logs, user management, billing, and infrastructure.",official_mcp,https://docs.devin.ai/work-with-devin/devin-mcp,build_with_limits,Paid usage-based product (ACU billing) and API keys flow through service-user setup; Enterprise API portions are enterprise-gated.,https://docs.devin.ai/api-reference/overview; https://docs.devin.ai/work-with-devin/devin-mcp; https://mcp.devin.ai/,high,"MCP claim VERIFIED: official hosted MCP at mcp.devin.ai (session management, playbooks, knowledge, scheduling), plus community MCPs (kazuph/mcp-devin). Fetched official API reference overview confirming bearer/API-key auth and API scope; exact minimum plan for API access not stated in docs.",False,
97,Higgsfield,"AI, Research and Media-native",higgsfield.ai/cli content suite,"AI image/video generation suite (30+ models incl. Soul, Veo, Kling, Sora 2) with a cloud API, official CLI, SDKs, and hosted MCP.",API key; OAuth2; CLI/local auth,Cloud API uses API key + secret pairs (HIGGSFIELD_API_KEY / HIGGSFIELD_SECRET from cloud.higgsfield.ai/api-keys); the official CLI uses a device-flow login persisting to ~/.config/higgsfield/credentials.json; the hosted MCP authenticates via browser OAuth against the user's Higgsfield account.,self_serve,"Developers sign up and create API keys at cloud.higgsfield.ai/api-keys, or install the CLI (npm/brew/curl) and run `higgsfield auth login`; generation is credit-based.",REST,medium,"Cloud REST API plus official Python (higgsfield-client) and Node/TypeScript (higgsfield-js) SDKs and a full CLI covering generation across 30+ image/video models, soul-id characters, product photoshoots, and marketing-studio workflows with polling/webhook-style waits.",official_mcp,https://higgsfield.ai/mcp,build_now,none,https://higgsfield.ai/cli; https://cloud.higgsfield.ai/; https://github.com/higgsfield-ai/cli; https://github.com/higgsfield-ai/higgsfield-client; https://higgsfield.ai/mcp,medium,"The 'has a CLI?' hint VERIFIED: an official open-source CLI exists (github.com/higgsfield-ai/cli, `higgsfield <noun> <verb>` commands), alongside an official hosted MCP at mcp.higgsfield.ai/mcp and self-serve API keys. Note: the old 'higgsfield' GPU-training OSS project is unrelated history; current company is the AI video suite. Docs pages seen via search, not fully fetched.",False,
98,Mermaid CLI,"AI, Research and Media-native",github.com/mermaid-js/mermaid-cli,Open-source command-line tool (mmdc) that renders Mermaid diagram definitions to SVG/PNG/PDF.,None found,"Not a SaaS — a local open-source CLI with no accounts, credentials, or auth of any kind; install via npm/npx and run locally.",self_serve,Free open source: `npx -p @mermaid-js/mermaid-cli mmdc` or npm install; no signup or credentials required.,CLI,narrow,Single-purpose CLI: takes a .mmd (or markdown) input and outputs SVG/PNG/PDF with theme/background/CSS options and stdin piping; no network API.,community_mcp,https://github.com/hustcc/mcp-mermaid,build_now,"none (execution-environment consideration only: rendering uses a headless Chromium/Puppeteer, so a toolkit must run it in a sandbox rather than call a remote API)",https://github.com/mermaid-js/mermaid-cli; https://github.com/mermaid-js/mermaid-cli/blob/master/README.md; https://github.com/hustcc/mcp-mermaid; https://github.com/peng-shawn/mermaid-mcp-server,high,"Recorded honestly per instructions: OSS CLI, no auth, no SaaS API. Many community MCP servers wrap Mermaid rendering (hustcc/mcp-mermaid, peng-shawn/mermaid-mcp-server, etc.); none are 'official' from mermaid-js.",False,
99,YouTube Transcript,"AI, Research and Media-native",transcriptapi.com,Third-party REST API for extracting YouTube video transcripts plus video/channel/playlist search and browsing.,API key; Bearer token,REST API authenticates with an API key sent as a Bearer token in the Authorization header (keys from the dashboard). Their MCP integration for Claude/ChatGPT supports OAuth so end users avoid manual key handling.,self_serve,Sign up on transcriptapi.com and generate an API key from the API Keys dashboard; getting-started docs don't clearly state free-credit vs paid terms.,REST,narrow,"Endpoints for video transcripts (with/without timestamps), YouTube search with continuation tokens, channel video search/listing, playlist browsing, and channel-handle resolution; interactive Swagger UI provided.",official_mcp,https://transcriptapi.com/docs/mcp/,build_now,"none (small vendor; pricing/free-tier limits unclear, and it depends on scraping-adjacent access to YouTube data)",https://transcriptapi.com/docs/api/; https://transcriptapi.com/docs/getting-started/; https://transcriptapi.com/docs/mcp/,medium,"This is a third-party service, not YouTube/Google. Docs confirm Bearer/API-key auth and an official MCP integration page. Fetched the getting-started page, which was thin on pricing details; treat rate limits/free tier as unverified. Not to be confused with the open-source python youtube-transcript-api library.",False,
100,Grain,"AI, Research and Media-native",grain.com meeting notes,"AI meeting recorder/notetaker that records, transcribes, clips, and summarizes calls for sales and customer teams.",Personal access token; OAuth2,"Three documented modes: self-serve Personal Access Tokens (per-user), Workspace Access Tokens (workspace-wide), and OAuth2 Authorization Code with PKCE for third-party integrations (OAuth app credentials must be requested from Grain manually). Tokens are sent as Bearer in the Authorization header.",self_serve,PATs are generated self-serve at grain.com/app/settings/integrations?tab=api; building a public OAuth integration requires requesting client credentials from Grain through a manual developer-registration process. Rate limit 300 req/min.,REST,medium,"Versioned REST API (current version 2025-10-31, v1 deprecating) covering recordings CRUD, transcripts in JSON/TXT/VTT/SRT, uploads/downloads, clips/highlights, sharing with users/teams, webhooks, and user/team/meeting-type listings.",official_mcp,https://grain.com/release-note/06-18-2025,build_now,none for PAT-based tools; multi-user OAuth requires manually requesting client credentials from Grain,https://developers.grain.com/; https://grain.com/release-note/06-18-2025; https://www.pulsemcp.com/servers/grain; https://nango.dev/docs/integrations/all/grain-api-key,high,"Fetched developers.grain.com directly: the API is production-grade and versioned, contradicting older third-party claims that it was 'beta, select partners only'. Grain also ships an official remote MCP server (announced in June 2025 release notes) usable via Claude Integrations/mcp-remote.",False,
